loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,monthly_payment,remaining_balance,status
LOAN000880,CUST001033,Mortgage,143202,0.043,360,2021-06-16,708.4,58210.4,Current
LOAN000881,CUST001719,Student,98937,0.0415,180,2025-04-21,739.25,66669.05,Current
LOAN000882,CUST001282,Student,28917,0.06,180,2024-06-07,243.94,16783.33,Current
LOAN000883,CUST002499,Auto,19955,0.0559,72,2018-11-09,326.86,15311.83,Current
LOAN000884,CUST003351,Auto,13951,0.0668,36,2018-07-20,428.73,8094.07,Current
LOAN000885,CUST000518,Student,19032,0.0631,240,2022-03-06,139.8,5786.17,Current
LOAN000886,CUST001748,Personal,38115,0.0707,24,2019-12-12,1707.75,4091.77,Current
LOAN000887,CUST004653,Personal,6988,0.0649,36,2025-03-01,214.14,942.52,Current
LOAN000888,CUST003733,Auto,43163,0.0471,48,2025-05-15,988.36,38651.51,Current
LOAN000889,CUST000669,Personal,15947,0.1125,48,2022-05-31,414.12,5476.25,Current
LOAN000890,CUST004060,Mortgage,258193,0.0376,360,2025-06-10,1196.64,109581.38,Current
LOAN000891,CUST003027,Auto,42539,0.0516,60,2025-06-01,805.98,36985.48,Current
LOAN000892,CUST004933,Auto,11420,0.0433,60,2024-01-11,212.03,6920.16,Current
LOAN000893,CUST003287,Student,97448,0.065,180,2023-01-10,848.96,31169.59,Current
LOAN000894,CUST002651,Mortgage,399229,0.0354,240,2025-07-28,2323.82,135660.04,Current
LOAN000895,CUST004454,Student,93780,0.0734,240,2023-05-27,746.4,67142.69,Current
LOAN000896,CUST003193,Mortgage,453263,0.0321,240,2020-05-28,2560.75,139935.68,Current
LOAN000897,CUST002125,Auto,32176,0.0549,48,2025-01-26,748.08,10359.6,Current
LOAN000898,CUST003376,Auto,21734,0.0723,48,2025-09-05,522.78,9433.68,Current
LOAN000899,CUST003393,Auto,26193,0.0461,36,2021-04-18,780.43,14740.35,Current
LOAN000900,CUST003486,Mortgage,316345,0.0498,180,2025-09-19,2497.65,158083.13,Current
LOAN000901,CUST000760,Mortgage,291793,0.0548,180,2021-02-03,2380.58,86752.33,Current
LOAN000902,CUST003380,Mortgage,128708,0.0575,360,2023-06-24,750.86,68188.85,Paid Off
LOAN000903,CUST004441,Mortgage,463168,0.0348,180,2021-05-27,3306.94,69164.17,Current
LOAN000904,CUST002527,Auto,19625,0.0551,36,2023-08-11,592.69,11031.1,Current
LOAN000905,CUST004859,Mortgage,241343,0.0509,360,2018-11-27,1308.64,190419.31,Current
LOAN000906,CUST000908,Auto,11768,0.0586,48,2023-02-07,275.6,5984.89,Current
LOAN000907,CUST002684,Mortgage,395847,0.042,240,2025-01-01,2440.72,246311.22,Current
LOAN000908,CUST000215,Auto,22409,0.0479,48,2023-09-01,513.96,3315.53,Current
LOAN000909,CUST003332,Auto,47554,0.0653,72,2023-10-03,800.15,22369.9,Current
LOAN000910,CUST004459,Mortgage,390654,0.03,360,2022-01-21,1647.32,134577.91,Current
LOAN000911,CUST000694,Student,58869,0.0598,240,2022-12-31,421.15,12115.02,Current
LOAN000912,CUST001504,Auto,39626,0.0454,60,2021-04-21,739.49,12190.6,Current
LOAN000913,CUST002415,Auto,37953,0.0568,36,2025-08-08,1149.06,19825.37,Current
LOAN000914,CUST002119,Auto,35221,0.053,72,2024-03-12,572.07,24769.11,Current
LOAN000915,CUST003859,Mortgage,147686,0.0581,240,2023-06-10,1042.33,57057.48,Current
LOAN000916,CUST002463,Mortgage,335811,0.0341,360,2022-02-24,1492.03,82697.75,Current
LOAN000917,CUST003636,Mortgage,180069,0.0525,360,2019-01-31,994.37,43822.29,Current
LOAN000918,CUST004106,Mortgage,270259,0.0374,360,2025-07-02,1249.68,68872.17,Current
LOAN000919,CUST004479,Auto,30546,0.0411,36,2023-09-29,903.39,26910.52,Current
LOAN000920,CUST000197,Personal,47252,0.1194,36,2024-02-21,1568.08,19198.37,Current
LOAN000921,CUST004668,Auto,40950,0.0691,36,2025-01-15,1262.71,15583.19,Current
LOAN000922,CUST001544,Auto,40378,0.08,48,2022-04-11,985.65,4274.45,Current
LOAN000923,CUST001331,Mortgage,159795,0.0405,240,2025-03-16,972.79,118551.1,Delinquent
LOAN000924,CUST000880,Auto,49309,0.063,36,2023-11-04,1506.9,36875.62,Delinquent
LOAN000925,CUST004503,Mortgage,112663,0.0345,180,2025-08-29,802.75,11435.19,Current
LOAN000926,CUST003502,Auto,40325,0.0594,48,2023-05-10,945.87,6340.28,Current
LOAN000927,CUST003895,Personal,11373,0.0709,36,2020-01-24,351.64,3223.86,Current
LOAN000928,CUST004991,Auto,27448,0.0713,48,2024-03-24,658.94,18528.89,Paid Off
LOAN000929,CUST000888,Auto,39509,0.07,36,2021-03-01,1219.92,15141.01,Current
LOAN000930,CUST001346,Mortgage,491477,0.0368,180,2019-08-08,3555.88,260889.28,Current
LOAN000931,CUST000069,Auto,35340,0.08,36,2024-12-15,1107.41,21956.05,Paid Off
LOAN000932,CUST004211,Auto,36154,0.0708,72,2020-04-21,617.76,29595.33,Current
LOAN000933,CUST001816,Mortgage,329805,0.0493,240,2025-04-25,2164.11,196529.49,Current
LOAN000934,CUST000569,Mortgage,353225,0.0448,180,2019-11-21,2698.83,127164.72,Current
LOAN000935,CUST002168,Auto,28452,0.0558,72,2025-01-13,465.87,19388.67,Current
LOAN000936,CUST000097,Mortgage,158583,0.0455,360,2021-03-28,808.64,32847.94,Current
LOAN000937,CUST004182,Auto,25017,0.0539,48,2025-06-30,580.59,20675.34,Delinquent
LOAN000938,CUST003354,Mortgage,190635,0.0359,240,2022-03-10,1113.98,31845.65,Current
LOAN000939,CUST000140,Mortgage,283830,0.0335,240,2023-10-06,1623.95,78564.21,Current
LOAN000940,CUST004955,Student,20248,0.0613,120,2021-11-30,226.11,4601.2,Current
LOAN000941,CUST002603,Auto,48246,0.078,60,2025-07-21,973.63,29160.2,Current
LOAN000942,CUST004024,Mortgage,247080,0.0402,240,2023-08-14,1500.04,117993.16,Current
LOAN000943,CUST004773,Mortgage,414171,0.0532,240,2020-06-01,2806.08,85977.6,Current
LOAN000944,CUST001607,Student,15200,0.0435,120,2025-03-11,156.47,4085.91,Current
LOAN000945,CUST001630,Auto,44516,0.0732,48,2018-09-11,1072.65,38211.33,Current
LOAN000946,CUST001540,Auto,14725,0.0488,48,2020-01-02,338.29,9035.32,Current
LOAN000947,CUST001695,Auto,21242,0.0539,72,2023-03-14,345.95,12677.86,Current
LOAN000948,CUST002060,Personal,8769,0.1056,36,2025-09-22,285.25,7266.04,Current
LOAN000949,CUST000464,Mortgage,425484,0.0311,240,2021-06-12,2383.15,65038.88,Current
LOAN000950,CUST002331,Auto,33853,0.0488,36,2022-07-10,1012.78,17024.27,Current
LOAN000951,CUST003044,Student,53185,0.0501,240,2023-12-12,351.42,10464.31,Current
LOAN000952,CUST004735,Mortgage,199943,0.0325,180,2025-05-26,1405.06,53885.02,Current
LOAN000953,CUST000595,Student,75634,0.076,180,2025-06-26,705.3,58598.76,Current
LOAN000954,CUST003815,Mortgage,444421,0.045,240,2024-02-15,2812.51,50929.04,Delinquent
LOAN000955,CUST000626,Auto,37783,0.0402,60,2018-07-25,696.18,18208.41,Current
LOAN000956,CUST000451,Auto,34086,0.0437,72,2025-02-16,538.97,20604.92,Current
LOAN000957,CUST001500,Mortgage,470285,0.0557,360,2024-10-04,2690.95,160817.28,Current
LOAN000958,CUST002457,Mortgage,316127,0.0494,240,2025-09-18,2076.59,51855.23,Current
LOAN000959,CUST004723,Auto,32280,0.0702,36,2021-09-11,996.97,4512.97,Delinquent
LOAN000960,CUST002985,Mortgage,207575,0.0481,240,2022-06-05,1348.06,174450.83,Current
LOAN000961,CUST001570,Student,42746,0.0574,180,2020-10-30,354.72,14942.06,Current
LOAN000962,CUST001035,Mortgage,400910,0.0566,180,2022-03-17,3310.02,238555.37,Current
LOAN000963,CUST003519,Auto,18755,0.0593,48,2024-02-22,439.86,11891.56,Current
LOAN000964,CUST001558,Student,82921,0.0558,180,2021-02-27,680.87,34760.39,Current
LOAN000965,CUST003625,Mortgage,426987,0.0533,240,2016-11-28,2895.51,43422.35,Current
LOAN000966,CUST004665,Mortgage,465186,0.0569,240,2023-04-04,3251.18,196747.56,Current
LOAN000967,CUST000151,Auto,19583,0.0742,72,2025-07-29,337.83,15769.44,Delinquent
LOAN000968,CUST001421,Mortgage,457607,0.0428,180,2020-02-25,3448.82,401954.0,Current
LOAN000969,CUST002012,Auto,31555,0.0749,36,2017-06-20,981.47,15448.08,Current
LOAN000970,CUST002687,Mortgage,336139,0.0319,240,2024-08-22,1896.7,104503.68,Delinquent
LOAN000971,CUST001787,Auto,19009,0.04,48,2020-10-24,429.21,2714.41,Delinquent
LOAN000972,CUST000089,Mortgage,279017,0.041,180,2025-09-19,2077.75,157422.34,Current
LOAN000973,CUST000458,Mortgage,107630,0.0361,240,2024-09-19,630.55,44768.46,Current
LOAN000974,CUST001306,Mortgage,440582,0.0401,180,2020-09-19,3260.62,187200.43,Current
LOAN000975,CUST002926,Mortgage,412292,0.0315,360,2016-11-05,1770.96,252851.0,Current
LOAN000976,CUST003271,Mortgage,337639,0.042,240,2023-05-23,2082.53,237552.18,Paid Off
LOAN000977,CUST003228,Mortgage,350986,0.0376,240,2023-05-29,2082.95,250684.13,Delinquent
LOAN000978,CUST001989,Mortgage,252376,0.0467,180,2024-09-16,1953.06,171546.94,Delinquent
LOAN000979,CUST003755,Personal,11743,0.1011,12,2025-02-08,1032.99,6333.49,Current
LOAN000980,CUST003647,Auto,12733,0.0428,48,2024-07-01,289.1,8974.96,Current
LOAN000981,CUST000832,Auto,27158,0.0437,36,2023-02-16,806.3,10961.9,Current
LOAN000982,CUST000240,Personal,40637,0.1104,36,2020-10-18,1331.08,20716.09,Current
LOAN000983,CUST004682,Auto,43795,0.0663,48,2020-02-26,1041.21,12070.74,Current
LOAN000984,CUST003023,Student,28322,0.0519,240,2021-10-05,189.86,23577.74,Current
LOAN000985,CUST003149,Student,19008,0.0535,240,2025-06-30,129.13,14215.7,Current
LOAN000986,CUST001947,Mortgage,454823,0.0523,360,2025-09-15,2505.87,259378.54,Current
LOAN000987,CUST002776,Auto,23841,0.0495,48,2025-01-12,548.53,7290.22,Current
LOAN000988,CUST000193,Mortgage,237663,0.0354,240,2025-06-24,1383.12,208123.41,Current
LOAN000989,CUST004850,Personal,20012,0.0851,12,2023-02-14,1745.55,4951.06,Current
LOAN000990,CUST004940,Auto,12799,0.0512,72,2025-09-15,206.83,10814.91,Current
LOAN000991,CUST000945,Personal,8923,0.0788,60,2025-08-26,180.4,1919.45,Current
LOAN000992,CUST001269,Mortgage,187552,0.0484,240,2025-02-04,1221.21,151463.45,Current
LOAN000993,CUST004232,Personal,25485,0.0791,36,2025-07-17,797.57,14389.89,Current
LOAN000994,CUST002308,Auto,20055,0.0603,60,2025-09-16,388.01,4992.68,Current
LOAN000995,CUST004425,Auto,38362,0.0594,48,2024-07-20,899.88,12290.24,Current
LOAN000996,CUST004712,Auto,39130,0.0533,36,2022-02-15,1178.58,22195.87,Current
LOAN000997,CUST002314,Personal,11208,0.0784,12,2022-12-14,974.13,2730.5,Current
LOAN000998,CUST003215,Personal,24714,0.0684,48,2020-11-30,590.02,8200.26,Current
LOAN000999,CUST002733,Auto,48636,0.0782,48,2025-03-30,1183.27,7053.52,Current
LOAN001000,CUST001927,Auto,45972,0.0797,60,2025-08-21,931.55,6127.34,Current
LOAN001001,CUST004228,Mortgage,112261,0.0319,240,2024-08-18,633.15,98043.98,Delinquent
LOAN001002,CUST004677,Mortgage,492618,0.0544,360,2020-07-31,2777.07,351635.3,Current
LOAN001003,CUST000801,Auto,32820,0.0469,48,2024-05-11,751.22,20164.88,Current
LOAN001004,CUST003672,Auto,41554,0.0577,72,2024-12-03,684.21,27994.74,Current
LOAN001005,CUST004194,Mortgage,253701,0.0499,180,2023-12-07,2004.7,118203.75,Current
LOAN001006,CUST002969,Mortgage,200929,0.036,180,2017-04-11,1446.2,37564.8,Current
LOAN001007,CUST004794,Mortgage,250771,0.053,180,2021-03-09,2022.47,214695.82,Current
LOAN001008,CUST004369,Student,45364,0.046,180,2018-12-02,349.43,20670.23,Current
LOAN001009,CUST002777,Auto,39451,0.074,48,2018-04-13,952.06,10924.91,Paid Off
LOAN001010,CUST002971,Auto,31147,0.0683,72,2020-10-27,528.48,13636.43,Current
LOAN001011,CUST003868,Auto,27941,0.0642,60,2025-07-27,545.69,19999.85,Current
LOAN001012,CUST001744,Personal,18591,0.1076,60,2024-03-21,401.97,9929.62,Current
LOAN001013,CUST003949,Mortgage,370451,0.057,180,2025-08-19,3066.46,72560.59,Current
LOAN001014,CUST003803,Student,83647,0.076,180,2022-03-02,780.0,11230.2,Current
LOAN001015,CUST002025,Auto,21667,0.055,72,2025-08-03,353.95,13098.88,Current
LOAN001016,CUST002275,Auto,41134,0.0407,48,2024-11-29,930.09,20229.68,Current
LOAN001017,CUST000100,Auto,32016,0.0593,48,2022-06-30,750.83,17376.66,Current
LOAN001018,CUST004922,Personal,6726,0.1161,48,2025-04-14,175.84,5021.21,Current
LOAN001019,CUST003408,Auto,25843,0.045,60,2021-09-29,481.76,21862.57,Current
LOAN001020,CUST004246,Personal,10292,0.0991,12,2023-09-21,904.42,7799.6,Current
LOAN001021,CUST004620,Personal,8488,0.096,36,2025-02-22,272.28,5145.8,Current
LOAN001022,CUST004917,Personal,5131,0.096,36,2024-01-26,164.6,4377.49,Current
LOAN001023,CUST000192,Student,28959,0.0508,240,2023-05-08,192.41,5585.89,Paid Off
LOAN001024,CUST004697,Student,57372,0.0427,180,2023-10-25,432.13,18168.95,Current
LOAN001025,CUST001785,Auto,28455,0.043,72,2025-09-19,449.05,25064.75,Current
LOAN001026,CUST001533,Auto,13001,0.0716,48,2025-07-29,312.28,5652.02,Current
LOAN001027,CUST002835,Mortgage,306375,0.0532,180,2024-04-23,2473.47,230373.63,Current
LOAN001028,CUST004445,Auto,18326,0.0751,36,2022-01-24,570.11,8861.72,Current
LOAN001029,CUST004916,Auto,42109,0.0754,36,2020-02-15,1310.62,4950.86,Current
LOAN001030,CUST001599,Student,32525,0.0758,240,2025-02-18,263.54,6584.91,Current
LOAN001031,CUST001780,Mortgage,499088,0.0422,180,2024-09-07,3745.87,319693.69,Current
LOAN001032,CUST004901,Mortgage,182539,0.0435,240,2025-07-18,1140.32,47126.88,Current
LOAN001033,CUST002575,Personal,36197,0.1075,48,2025-05-12,931.09,29002.02,Current
LOAN001034,CUST003399,Auto,48372,0.0798,36,2024-05-19,1515.33,4934.22,Current
LOAN001035,CUST003976,Mortgage,446394,0.0432,360,2020-05-08,2214.96,375833.05,Current
LOAN001036,CUST003771,Auto,42174,0.0518,36,2024-11-06,1267.4,10573.28,Delinquent
LOAN001037,CUST000167,Mortgage,469580,0.0496,180,2023-02-15,3704.16,97278.22,Current
LOAN001038,CUST001752,Mortgage,217101,0.0329,180,2021-12-22,1530.04,116047.56,Current
LOAN001039,CUST001480,Student,37296,0.0727,180,2020-02-15,340.83,5469.03,Current
LOAN001040,CUST001025,Personal,29979,0.0656,12,2020-10-01,2587.94,8422.73,Current
LOAN001041,CUST001789,Auto,14627,0.0444,48,2022-11-05,333.16,6482.64,Current
LOAN001042,CUST002265,Auto,11532,0.0625,48,2025-07-05,272.15,2707.18,Current
LOAN001043,CUST002474,Personal,22402,0.079,36,2025-08-24,701.01,3043.23,Current
LOAN001044,CUST001823,Mortgage,267421,0.0475,180,2018-05-29,2080.77,208914.2,Delinquent
LOAN001045,CUST001221,Mortgage,180382,0.0447,240,2025-02-26,1138.35,115169.26,Current
LOAN001046,CUST001667,Auto,12096,0.0738,72,2022-12-19,208.44,5634.76,Current
LOAN001047,CUST002961,Mortgage,142443,0.04,360,2020-04-11,679.89,121865.72,Current
LOAN001048,CUST000153,Auto,17408,0.0456,36,2024-04-22,518.33,10204.94,Current
LOAN001049,CUST002535,Auto,23314,0.0776,36,2025-08-17,727.96,8247.78,Paid Off
LOAN001050,CUST004689,Mortgage,427007,0.0481,360,2024-07-19,2243.99,91477.27,Current
LOAN001051,CUST001979,Student,66916,0.0422,180,2018-01-16,502.39,33402.78,Current
LOAN001052,CUST001470,Personal,6776,0.1168,36,2019-08-24,224.04,2052.76,Current
LOAN001053,CUST002808,Mortgage,439752,0.0313,240,2022-10-02,2467.68,97426.39,Current
LOAN001054,CUST002513,Personal,14113,0.0624,12,2019-07-13,1216.22,5726.74,Current
LOAN001055,CUST002944,Auto,34152,0.0437,48,2023-01-22,776.73,14551.42,Current
LOAN001056,CUST002981,Auto,21091,0.0746,72,2025-06-28,364.3,18763.29,Current
LOAN001057,CUST004823,Mortgage,465614,0.0583,180,2023-04-04,3885.55,50220.35,Delinquent
LOAN001058,CUST003018,Student,97798,0.0445,180,2023-05-31,745.41,53157.43,Paid Off
LOAN001059,CUST001567,Mortgage,155956,0.0501,360,2025-07-13,838.29,69839.58,Current
LOAN001060,CUST000032,Student,85219,0.0719,240,2023-04-01,670.53,60439.45,Current
LOAN001061,CUST000938,Auto,21854,0.0585,60,2022-10-01,420.98,14988.89,Current
LOAN001062,CUST001216,Personal,41688,0.0962,12,2022-08-31,3657.62,5754.39,Current
LOAN001063,CUST001938,Personal,33746,0.095,60,2024-02-28,708.66,26982.93,Delinquent
LOAN001064,CUST001130,Personal,45642,0.1194,24,2021-02-13,2147.32,12291.36,Current
LOAN001065,CUST000310,Mortgage,352921,0.056,360,2025-06-24,2025.64,110531.98,Current
LOAN001066,CUST004902,Auto,47456,0.065,60,2022-07-21,928.51,9367.08,Paid Off
LOAN001067,CUST002169,Personal,37488,0.0738,24,2023-10-09,1684.82,24165.41,Current
LOAN001068,CUST003114,Mortgage,114130,0.0568,180,2021-06-17,943.39,66160.43,Current
LOAN001069,CUST000496,Personal,13356,0.1148,36,2021-03-24,440.29,7851.5,Current
LOAN001070,CUST000206,Auto,34625,0.061,48,2024-02-05,814.8,20844.94,Current
LOAN001071,CUST002674,Auto,45758,0.0461,48,2021-04-26,1045.77,12617.37,Current
LOAN001072,CUST003358,Mortgage,343832,0.0496,360,2024-12-19,1838.18,58387.95,Current
LOAN001073,CUST003831,Personal,22500,0.0636,36,2022-12-06,688.22,13071.88,Current
LOAN001074,CUST000306,Personal,21506,0.0818,24,2023-12-18,974.46,11895.04,Paid Off
LOAN001075,CUST003794,Mortgage,426086,0.0552,360,2024-12-13,2423.5,55297.6,Delinquent
LOAN001076,CUST002202,Mortgage,327179,0.0462,180,2021-08-15,2523.61,270688.33,Current
LOAN001077,CUST001062,Mortgage,376847,0.0398,360,2021-11-28,1795.29,88627.44,Current
LOAN001078,CUST000844,Auto,13122,0.0653,48,2021-07-03,311.35,6989.85,Current
LOAN001079,CUST003873,Student,15827,0.0696,180,2017-09-28,141.91,11354.24,Current
LOAN001080,CUST002252,Auto,47799,0.059,72,2025-08-08,789.82,19542.62,Current
LOAN001081,CUST000212,Auto,26511,0.0552,60,2025-06-20,506.67,17398.06,Current
LOAN001082,CUST003998,Student,57293,0.0566,120,2023-08-13,626.19,8842.37,Current
LOAN001083,CUST000680,Mortgage,170015,0.0584,240,2024-12-11,1202.31,111476.08,Current
LOAN001084,CUST000566,Mortgage,125148,0.039,240,2022-02-13,751.6,30591.16,Current
LOAN001085,CUST003291,Student,68480,0.0734,180,2021-08-13,628.55,58055.22,Current
LOAN001086,CUST004355,Mortgage,463433,0.0555,240,2024-01-07,3200.25,204062.76,Current
LOAN001087,CUST000681,Mortgage,258533,0.0367,240,2022-06-13,1522.27,190337.67,Current
LOAN001088,CUST000181,Auto,26985,0.056,60,2024-05-10,516.69,20478.51,Current
LOAN001089,CUST004280,Mortgage,257811,0.0466,240,2021-03-17,1653.1,47845.84,Current
LOAN001090,CUST002496,Auto,20798,0.0577,72,2022-10-19,342.45,6358.96,Current
LOAN001091,CUST002317,Personal,35089,0.0693,12,2024-03-20,3035.02,12420.03,Current
LOAN001092,CUST004274,Auto,30394,0.0526,36,2025-01-20,914.53,24075.47,Current
LOAN001093,CUST000279,Auto,13254,0.0745,48,2024-02-29,320.16,10453.92,Current
LOAN001094,CUST003684,Mortgage,403482,0.0454,240,2024-12-30,2560.28,180050.58,Delinquent
LOAN001095,CUST004763,Auto,24842,0.0664,36,2016-11-12,763.0,5514.47,Current
LOAN001096,CUST000433,Mortgage,106528,0.0572,360,2023-03-11,619.63,81807.12,Delinquent
LOAN001097,CUST000290,Student,59905,0.0436,180,2025-06-06,453.92,32568.53,Current
LOAN001098,CUST001028,Personal,11909,0.0877,24,2025-01-28,542.81,9596.53,Current
LOAN001099,CUST000536,Personal,5712,0.0848,60,2025-01-20,117.13,1889.1,Current
LOAN001100,CUST003632,Auto,14806,0.0495,60,2023-09-24,279.08,9615.28,Current
LOAN001101,CUST000189,Personal,24046,0.0712,36,2021-07-14,743.8,3954.3,Current
LOAN001102,CUST002175,Mortgage,231019,0.0599,240,2024-09-05,1653.62,198110.34,Current
LOAN001103,CUST003916,Auto,43187,0.0784,72,2021-11-18,753.87,26913.6,Current
LOAN001104,CUST001863,Personal,13515,0.0635,48,2025-09-14,319.57,6854.4,Current
LOAN001105,CUST000271,Personal,22778,0.0696,12,2023-11-11,1970.43,19890.55,Current
LOAN001106,CUST001729,Mortgage,421129,0.0385,360,2025-09-13,1973.47,244332.83,Current
LOAN001107,CUST004076,Mortgage,361144,0.0457,360,2022-11-11,1845.86,292773.55,Delinquent
LOAN001108,CUST002158,Auto,19894,0.0561,60,2020-12-02,381.03,13600.89,Current
LOAN001109,CUST003932,Personal,37085,0.0847,60,2023-10-22,760.36,27799.25,Paid Off
LOAN001110,CUST000112,Auto,38751,0.0411,48,2022-06-16,876.87,4772.64,Paid Off
LOAN001111,CUST002385,Mortgage,407621,0.031,360,2025-08-09,1740.74,362517.92,Current
LOAN001112,CUST000221,Personal,39912,0.0666,24,2022-04-01,1780.88,11509.97,Current
LOAN001113,CUST000628,Auto,22346,0.0416,72,2023-02-09,351.27,6787.64,Current
LOAN001114,CUST001182,Auto,48365,0.0449,72,2025-09-26,767.52,5702.23,Current
LOAN001115,CUST003382,Mortgage,329961,0.056,360,2020-05-03,1893.3,105879.81,Current
LOAN001116,CUST002423,Personal,12177,0.0847,48,2025-06-19,299.96,10360.09,Delinquent
LOAN001117,CUST000791,Student,23780,0.053,120,2025-06-25,255.67,13259.94,Current
LOAN001118,CUST004276,Mortgage,365883,0.0431,360,2020-10-29,1812.56,297349.92,Current
LOAN001119,CUST000462,Student,27425,0.0563,120,2025-06-10,299.37,20652.1,Current
LOAN001120,CUST004403,Auto,13396,0.044,36,2024-02-14,397.88,3970.33,Current
LOAN001121,CUST000552,Mortgage,248883,0.0505,240,2019-12-23,1648.77,56377.12,Current
LOAN001122,CUST003130,Mortgage,417775,0.0423,180,2021-05-12,3139.13,253929.1,Current
LOAN001123,CUST001445,Auto,14051,0.0488,48,2021-09-24,322.82,3151.92,Current
LOAN001124,CUST000199,Mortgage,149667,0.039,240,2024-05-06,898.87,75048.55,Current
LOAN001125,CUST002590,Auto,17077,0.049,36,2022-09-27,511.05,9547.95,Current
LOAN001126,CUST000403,Mortgage,109794,0.0578,180,2022-06-29,913.42,33831.24,Current
LOAN001127,CUST003960,Mortgage,460662,0.0586,180,2024-07-07,3853.72,153753.52,Current
LOAN001128,CUST004190,Auto,31727,0.0768,72,2021-05-17,551.34,11635.92,Current
LOAN001129,CUST004764,Personal,33221,0.0842,12,2021-05-11,2896.32,29442.81,Current
LOAN001130,CUST002096,Personal,47552,0.0952,60,2020-05-18,999.06,31509.13,Current
LOAN001131,CUST002901,Mortgage,201877,0.0326,360,2025-02-02,880.08,113612.41,Current
LOAN001132,CUST004463,Auto,39029,0.0585,60,2023-09-02,751.83,9219.74,Current
LOAN001133,CUST000651,Auto,40001,0.058,60,2024-10-08,769.55,32576.7,Current
LOAN001134,CUST000709,Student,96576,0.0643,180,2022-09-16,837.35,45802.26,Delinquent
LOAN001135,CUST001481,Mortgage,396825,0.0569,240,2019-08-24,2772.64,276548.62,Current
LOAN001136,CUST004415,Mortgage,138034,0.0499,180,2024-04-04,1091.0,20595.88,Current
LOAN001137,CUST003066,Personal,14745,0.0873,48,2024-07-03,365.04,7475.99,Current
LOAN001138,CUST002396,Mortgage,127025,0.0531,240,2025-08-13,860.46,87010.25,Paid Off
LOAN001139,CUST001770,Auto,34359,0.0534,48,2023-08-30,796.5,30890.09,Current
LOAN001140,CUST000315,Mortgage,455446,0.0411,360,2025-06-27,2203.99,296907.38,Paid Off
LOAN001141,CUST003762,Mortgage,459675,0.0403,180,2024-01-16,3406.76,227826.27,Delinquent
LOAN001142,CUST004910,Mortgage,236920,0.0496,360,2022-02-14,1265.98,134334.46,Current
LOAN001143,CUST000114,Auto,44411,0.078,72,2018-07-03,774.42,14965.38,Current
LOAN001144,CUST000961,Mortgage,169568,0.0531,360,2025-02-10,942.42,23160.3,Current
LOAN001145,CUST002911,Mortgage,386787,0.0509,180,2025-03-08,3075.88,184155.14,Current
LOAN001146,CUST003406,Mortgage,167841,0.0452,240,2024-03-27,1063.43,139487.48,Current
LOAN001147,CUST001624,Personal,15409,0.0858,60,2023-09-15,316.76,3397.33,Current
LOAN001148,CUST003323,Mortgage,229173,0.0587,240,2025-02-01,1624.72,176299.54,Current
LOAN001149,CUST005000,Auto,41861,0.0775,36,2022-04-13,1307.03,20881.18,Current
LOAN001150,CUST001819,Student,38273,0.0757,180,2022-03-20,356.32,17014.97,Current
LOAN001151,CUST003195,Personal,5373,0.0754,24,2023-12-26,241.87,3317.9,Current
LOAN001152,CUST003008,Mortgage,466624,0.0386,360,2021-08-09,2190.68,109168.28,Current
LOAN001153,CUST003415,Mortgage,193285,0.058,360,2020-06-16,1133.52,50497.21,Current
LOAN001154,CUST004529,Mortgage,261062,0.0328,180,2024-07-16,1838.7,27204.64,Current
LOAN001155,CUST001898,Mortgage,193548,0.0319,240,2022-05-16,1092.07,74078.6,Current
LOAN001156,CUST001919,Personal,48382,0.0903,12,2020-03-13,4231.64,18616.26,Current
LOAN001157,CUST001271,Personal,23457,0.0889,36,2025-09-02,744.76,18491.31,Paid Off
LOAN001158,CUST004177,Auto,28374,0.0527,36,2025-08-08,853.84,12531.79,Current
LOAN001159,CUST004963,Mortgage,261311,0.0559,240,2025-08-26,1810.74,178940.52,Current
LOAN001160,CUST004884,Mortgage,153921,0.0502,180,2025-05-03,1218.62,129104.73,Current
LOAN001161,CUST004095,Mortgage,269415,0.0553,240,2022-06-18,1857.5,30043.99,Current
LOAN001162,CUST003160,Mortgage,242133,0.0303,240,2025-07-17,1346.72,110156.24,Current
LOAN001163,CUST001814,Personal,30182,0.0603,24,2024-08-05,1338.05,9002.83,Current
LOAN001164,CUST002427,Student,36193,0.0715,180,2025-09-03,328.45,26293.34,Current
LOAN001165,CUST003951,Mortgage,171865,0.0514,360,2023-08-12,937.46,33653.21,Current
LOAN001166,CUST004429,Mortgage,250288,0.0361,180,2025-08-01,1802.76,58026.15,Delinquent
LOAN001167,CUST002143,Auto,49578,0.0503,36,2025-08-04,1486.64,13521.25,Current
LOAN001168,CUST001627,Auto,43258,0.0698,36,2020-10-19,1335.31,33488.85,Current
LOAN001169,CUST000790,Auto,32357,0.0612,48,2023-08-22,761.73,15431.28,Current
LOAN001170,CUST003787,Personal,5521,0.0794,48,2024-11-05,134.62,4574.49,Current
LOAN001171,CUST001865,Mortgage,259879,0.0492,240,2022-07-17,1703.87,101790.1,Current
LOAN001172,CUST002866,Mortgage,223646,0.0526,360,2022-08-28,1235.77,148822.4,Current
LOAN001173,CUST000872,Mortgage,365314,0.0557,240,2023-08-20,2526.66,132639.57,Current
